path,place,split,target,scene,x,y
data/processed/multiplace/delhi/delhi_00000.npy,delhi,train,0.19278599321842194,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,0,0
data/processed/multiplace/delhi/delhi_00001.npy,delhi,train,0.35745131969451904,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,256,0
data/processed/multiplace/delhi/delhi_00002.npy,delhi,train,0.37715715169906616,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,512,0
data/processed/multiplace/delhi/delhi_00003.npy,delhi,train,0.21359367668628693,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,768,0
data/processed/multiplace/delhi/delhi_00004.npy,delhi,train,0.31797292828559875,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1024,0
data/processed/multiplace/delhi/delhi_00005.npy,delhi,train,0.38841578364372253,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1280,0
data/processed/multiplace/delhi/delhi_00006.npy,delhi,train,0.37928444147109985,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1536,0
data/processed/multiplace/delhi/delhi_00007.npy,delhi,train,0.33435389399528503,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1792,0
data/processed/multiplace/delhi/delhi_00008.npy,delhi,train,0.16484077274799347,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2048,0
data/processed/multiplace/delhi/delhi_00009.npy,delhi,train,0.2992587685585022,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2304,0
data/processed/multiplace/delhi/delhi_00010.npy,delhi,train,0.32915204763412476,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2560,0
data/processed/multiplace/delhi/delhi_00011.npy,delhi,train,0.326905220746994,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2816,0
data/processed/multiplace/delhi/delhi_00012.npy,delhi,train,0.3906550109386444,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,3072,0
data/processed/multiplace/delhi/delhi_00013.npy,delhi,train,0.23453989624977112,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,0,256
data/processed/multiplace/delhi/delhi_00014.npy,delhi,train,0.25261643528938293,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,256,256
data/processed/multiplace/delhi/delhi_00015.npy,delhi,train,0.30556097626686096,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,512,256
data/processed/multiplace/delhi/delhi_00016.npy,delhi,train,0.13506534695625305,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,768,256
data/processed/multiplace/delhi/delhi_00017.npy,delhi,train,0.16315530240535736,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1024,256
data/processed/multiplace/delhi/delhi_00018.npy,delhi,train,0.16384227573871613,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1280,256
data/processed/multiplace/delhi/delhi_00019.npy,delhi,train,0.29576942324638367,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1536,256
data/processed/multiplace/delhi/delhi_00020.npy,delhi,train,0.23072707653045654,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1792,256
data/processed/multiplace/delhi/delhi_00021.npy,delhi,train,0.143736332654953,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2048,256
data/processed/multiplace/delhi/delhi_00022.npy,delhi,train,0.170698881149292,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2304,256
data/processed/multiplace/delhi/delhi_00023.npy,delhi,train,0.289477676153183,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2560,256
data/processed/multiplace/delhi/delhi_00024.npy,delhi,train,0.3185150921344757,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2816,256
data/processed/multiplace/delhi/delhi_00025.npy,delhi,train,0.36250633001327515,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,3072,256
data/processed/multiplace/delhi/delhi_00026.npy,delhi,train,0.18894962966442108,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,0,512
data/processed/multiplace/delhi/delhi_00027.npy,delhi,train,0.16298459470272064,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,256,512
data/processed/multiplace/delhi/delhi_00028.npy,delhi,train,0.18123860657215118,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,512,512
data/processed/multiplace/delhi/delhi_00029.npy,delhi,train,0.1402493715286255,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,768,512
data/processed/multiplace/delhi/delhi_00030.npy,delhi,train,0.14491146802902222,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1024,512
data/processed/multiplace/delhi/delhi_00031.npy,delhi,train,0.10841120779514313,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1280,512
data/processed/multiplace/delhi/delhi_00032.npy,delhi,train,0.21771618723869324,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1536,512
data/processed/multiplace/delhi/delhi_00033.npy,delhi,train,0.2702493667602539,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1792,512
data/processed/multiplace/delhi/delhi_00034.npy,delhi,train,0.11633599549531937,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2048,512
data/processed/multiplace/delhi/delhi_00035.npy,delhi,train,0.0909171998500824,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2304,512
data/processed/multiplace/delhi/delhi_00036.npy,delhi,train,0.23450668156147003,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2560,512
data/processed/multiplace/delhi/delhi_00037.npy,delhi,train,0.29737555980682373,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2816,512
data/processed/multiplace/delhi/delhi_00038.npy,delhi,train,0.3184613883495331,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,3072,512
data/processed/multiplace/delhi/delhi_00039.npy,delhi,train,0.13768042623996735,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,0,768
data/processed/multiplace/delhi/delhi_00040.npy,delhi,train,0.11654140800237656,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,256,768
data/processed/multiplace/delhi/delhi_00041.npy,delhi,train,0.18158026039600372,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,512,768
data/processed/multiplace/delhi/delhi_00042.npy,delhi,train,0.19737276434898376,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,768,768
data/processed/multiplace/delhi/delhi_00043.npy,delhi,train,0.14023330807685852,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1024,768
data/processed/multiplace/delhi/delhi_00044.npy,delhi,train,0.2163708209991455,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1280,768
data/processed/multiplace/delhi/delhi_00045.npy,delhi,train,0.17994260787963867,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1536,768
data/processed/multiplace/delhi/delhi_00046.npy,delhi,train,0.20079022645950317,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1792,768
data/processed/multiplace/delhi/delhi_00047.npy,delhi,train,0.06948047876358032,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2048,768
data/processed/multiplace/delhi/delhi_00048.npy,delhi,train,0.06700435280799866,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2304,768
data/processed/multiplace/delhi/delhi_00049.npy,delhi,train,0.1084817498922348,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2560,768
data/processed/multiplace/delhi/delhi_00050.npy,delhi,train,0.23221752047538757,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2816,768
data/processed/multiplace/delhi/delhi_00051.npy,delhi,train,0.3064539432525635,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,3072,768
data/processed/multiplace/delhi/delhi_00052.npy,delhi,train,0.08211426436901093,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,0,1024
data/processed/multiplace/delhi/delhi_00053.npy,delhi,train,0.15526895225048065,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,256,1024
data/processed/multiplace/delhi/delhi_00054.npy,delhi,train,0.17626947164535522,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,512,1024
data/processed/multiplace/delhi/delhi_00055.npy,delhi,train,0.13861414790153503,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,768,1024
data/processed/multiplace/delhi/delhi_00056.npy,delhi,train,0.1630564033985138,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1024,1024
data/processed/multiplace/delhi/delhi_00057.npy,delhi,train,0.17122910916805267,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1280,1024
data/processed/multiplace/delhi/delhi_00058.npy,delhi,train,0.21334002912044525,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1536,1024
data/processed/multiplace/delhi/delhi_00059.npy,delhi,train,0.3285287022590637,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1792,1024
data/processed/multiplace/delhi/delhi_00060.npy,delhi,train,0.07235991209745407,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2048,1024
data/processed/multiplace/delhi/delhi_00061.npy,delhi,train,0.11497434973716736,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2304,1024
data/processed/multiplace/delhi/delhi_00062.npy,delhi,train,0.1258925050497055,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2560,1024
data/processed/multiplace/delhi/delhi_00063.npy,delhi,train,0.11668261885643005,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2816,1024
data/processed/multiplace/delhi/delhi_00064.npy,delhi,train,0.2006179392337799,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,3072,1024
data/processed/multiplace/delhi/delhi_00065.npy,delhi,train,0.09270802140235901,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,0,1280
data/processed/multiplace/delhi/delhi_00066.npy,delhi,train,0.16000835597515106,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,256,1280
data/processed/multiplace/delhi/delhi_00067.npy,delhi,train,0.16870595514774323,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,512,1280
data/processed/multiplace/delhi/delhi_00068.npy,delhi,train,0.14949558675289154,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,768,1280
data/processed/multiplace/delhi/delhi_00069.npy,delhi,train,0.132746160030365,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1024,1280
data/processed/multiplace/delhi/delhi_00070.npy,delhi,train,0.1563500612974167,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1280,1280
data/processed/multiplace/delhi/delhi_00071.npy,delhi,train,0.1657666712999344,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1536,1280
data/processed/multiplace/delhi/delhi_00072.npy,delhi,train,0.21098344027996063,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1792,1280
data/processed/multiplace/delhi/delhi_00073.npy,delhi,train,0.09576676040887833,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2048,1280
data/processed/multiplace/delhi/delhi_00074.npy,delhi,train,0.09540416300296783,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2304,1280
data/processed/multiplace/delhi/delhi_00075.npy,delhi,train,0.12741690874099731,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2560,1280
data/processed/multiplace/delhi/delhi_00076.npy,delhi,train,0.12466082721948624,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2816,1280
data/processed/multiplace/delhi/delhi_00077.npy,delhi,train,0.11964153498411179,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,3072,1280
data/processed/multiplace/delhi/delhi_00078.npy,delhi,train,0.13130244612693787,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,0,1536
data/processed/multiplace/delhi/delhi_00079.npy,delhi,train,0.17008757591247559,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,256,1536
data/processed/multiplace/delhi/delhi_00080.npy,delhi,train,0.12123559415340424,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,512,1536
data/processed/multiplace/delhi/delhi_00081.npy,delhi,train,0.1414843201637268,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,768,1536
data/processed/multiplace/delhi/delhi_00082.npy,delhi,train,0.20800194144248962,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1024,1536
data/processed/multiplace/delhi/delhi_00083.npy,delhi,train,0.1732310801744461,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1280,1536
data/processed/multiplace/delhi/delhi_00084.npy,delhi,train,0.11448704451322556,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1536,1536
data/processed/multiplace/delhi/delhi_00085.npy,delhi,train,0.19563329219818115,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1792,1536
data/processed/multiplace/delhi/delhi_00086.npy,delhi,train,0.1653246432542801,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2048,1536
data/processed/multiplace/delhi/delhi_00087.npy,delhi,train,0.12527884542942047,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2304,1536
data/processed/multiplace/delhi/delhi_00088.npy,delhi,train,0.1430354118347168,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2560,1536
data/processed/multiplace/delhi/delhi_00089.npy,delhi,train,0.1390007883310318,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2816,1536
data/processed/multiplace/delhi/delhi_00090.npy,delhi,train,0.14508825540542603,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,3072,1536
data/processed/multiplace/delhi/delhi_00091.npy,delhi,train,0.09915696829557419,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,0,1792
data/processed/multiplace/delhi/delhi_00092.npy,delhi,train,0.15535570681095123,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,256,1792
data/processed/multiplace/delhi/delhi_00093.npy,delhi,train,0.16628558933734894,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,512,1792
data/processed/multiplace/delhi/delhi_00094.npy,delhi,train,0.20814187824726105,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,768,1792
data/processed/multiplace/delhi/delhi_00095.npy,delhi,train,0.32072633504867554,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1024,1792
data/processed/multiplace/delhi/delhi_00096.npy,delhi,train,0.30454379320144653,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1280,1792
data/processed/multiplace/delhi/delhi_00097.npy,delhi,train,0.19075898826122284,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1536,1792
data/processed/multiplace/delhi/delhi_00098.npy,delhi,train,0.19462108612060547,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1792,1792
data/processed/multiplace/delhi/delhi_00099.npy,delhi,train,0.26140981912612915,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2048,1792
data/processed/multiplace/delhi/delhi_00100.npy,delhi,train,0.1329965442419052,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2304,1792
data/processed/multiplace/delhi/delhi_00101.npy,delhi,train,0.13923437893390656,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2560,1792
data/processed/multiplace/delhi/delhi_00102.npy,delhi,train,0.10601026564836502,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2816,1792
data/processed/multiplace/delhi/delhi_00103.npy,delhi,train,0.14117594063282013,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,3072,1792
data/processed/multiplace/delhi/delhi_00104.npy,delhi,train,0.1452658772468567,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,0,2048
data/processed/multiplace/delhi/delhi_00105.npy,delhi,train,0.09578520059585571,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,256,2048
data/processed/multiplace/delhi/delhi_00106.npy,delhi,train,0.20108821988105774,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,512,2048
data/processed/multiplace/delhi/delhi_00107.npy,delhi,train,0.2783740758895874,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,768,2048
data/processed/multiplace/delhi/delhi_00108.npy,delhi,train,0.33202773332595825,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1024,2048
data/processed/multiplace/delhi/delhi_00109.npy,delhi,train,0.28629034757614136,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1280,2048
data/processed/multiplace/delhi/delhi_00110.npy,delhi,train,0.2558620274066925,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1536,2048
data/processed/multiplace/delhi/delhi_00111.npy,delhi,train,0.27552834153175354,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1792,2048
data/processed/multiplace/delhi/delhi_00112.npy,delhi,train,0.2212708741426468,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2048,2048
data/processed/multiplace/delhi/delhi_00113.npy,delhi,train,0.21623876690864563,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2304,2048
data/processed/multiplace/delhi/delhi_00114.npy,delhi,train,0.14007753133773804,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2560,2048
data/processed/multiplace/delhi/delhi_00115.npy,delhi,train,0.17334327101707458,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2816,2048
data/processed/multiplace/delhi/delhi_00116.npy,delhi,train,0.1509869396686554,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,3072,2048
data/processed/multiplace/delhi/delhi_00117.npy,delhi,train,0.2105676829814911,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,0,2304
data/processed/multiplace/delhi/delhi_00118.npy,delhi,train,0.15302367508411407,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,256,2304
data/processed/multiplace/delhi/delhi_00119.npy,delhi,train,0.23630279302597046,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,512,2304
data/processed/multiplace/delhi/delhi_00120.npy,delhi,train,0.2384239286184311,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,768,2304
data/processed/multiplace/delhi/delhi_00121.npy,delhi,train,0.2476235032081604,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1024,2304
data/processed/multiplace/delhi/delhi_00122.npy,delhi,train,0.2071913480758667,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1280,2304
data/processed/multiplace/delhi/delhi_00123.npy,delhi,train,0.18403121829032898,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1536,2304
data/processed/multiplace/delhi/delhi_00124.npy,delhi,train,0.1758440136909485,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1792,2304
data/processed/multiplace/delhi/delhi_00125.npy,delhi,train,0.21039965748786926,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2048,2304
data/processed/multiplace/delhi/delhi_00126.npy,delhi,train,0.1985393613576889,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2304,2304
data/processed/multiplace/delhi/delhi_00127.npy,delhi,train,0.14559294283390045,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2560,2304
data/processed/multiplace/delhi/delhi_00128.npy,delhi,train,0.17310351133346558,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2816,2304
data/processed/multiplace/delhi/delhi_00129.npy,delhi,train,0.14624261856079102,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,3072,2304
data/processed/multiplace/delhi/delhi_00130.npy,delhi,train,0.2009803056716919,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,0,2560
data/processed/multiplace/delhi/delhi_00131.npy,delhi,train,0.12426755577325821,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,256,2560
data/processed/multiplace/delhi/delhi_00132.npy,delhi,train,0.13905178010463715,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,512,2560
data/processed/multiplace/delhi/delhi_00133.npy,delhi,train,0.2536170184612274,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,768,2560
data/processed/multiplace/delhi/delhi_00134.npy,delhi,train,0.28439170122146606,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1024,2560
data/processed/multiplace/delhi/delhi_00135.npy,delhi,train,0.25173333287239075,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1280,2560
data/processed/multiplace/delhi/delhi_00136.npy,delhi,train,0.2229699343442917,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1536,2560
data/processed/multiplace/delhi/delhi_00137.npy,delhi,train,0.18929564952850342,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1792,2560
data/processed/multiplace/delhi/delhi_00138.npy,delhi,train,0.2116512656211853,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2048,2560
data/processed/multiplace/delhi/delhi_00139.npy,delhi,train,0.17271721363067627,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2304,2560
data/processed/multiplace/delhi/delhi_00140.npy,delhi,train,0.16855311393737793,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2560,2560
data/processed/multiplace/delhi/delhi_00141.npy,delhi,train,0.15932238101959229,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,2816,2560
data/processed/multiplace/delhi/delhi_00142.npy,delhi,train,0.17578154802322388,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,3072,2560
data/processed/multiplace/delhi/delhi_00143.npy,delhi,train,0.23650726675987244,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,0,2816
data/processed/multiplace/delhi/delhi_00144.npy,delhi,train,0.21436116099357605,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,256,2816
data/processed/multiplace/delhi/delhi_00145.npy,delhi,train,0.20696163177490234,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,512,2816
data/processed/multiplace/delhi/delhi_00146.npy,delhi,train,0.2566971182823181,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,768,2816
data/processed/multiplace/delhi/delhi_00147.npy,delhi,train,0.28485167026519775,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1024,2816
data/processed/multiplace/delhi/delhi_00148.npy,delhi,train,0.32738855481147766,S2A_MSIL2A_20260306T053251_R105_T43RGM_20260310T110618,1280,2816
